Id (int),Valid (int),Updated (str),Matrix (mat),Size (int),Type (str),Rank (int),Density (flt),Stiffness (flt),Other (flt),Test_solver (str),Test (flt),Test_state (vec),Test_iterations (int),Test_time (flt),Train_solver (str),Preprocessing (str),Postprocessing (str),Train (flt),Train_state (vec),Train_iterations_1 (int),Train_iterations_2 (int),Train_iterations_3 (int),Train_cost (flt),Train_shots (int),Train_time (flt),Flags (str)
10,1,2025-08-20 17:43:30,"[[-0.38324685934805963,0.2695965846286754,-0.09582878820140651,-0.0843808094295116,-0.5770682633023265,-0.0622322047661761,-0.050847130972145715,-0.16149257584093388,0.03460753145489871,-0.30479886651596844],[0.2695965846286754,0.2336963759029906,0.1504995502251437,0.44564910141858766,0.17548772356294737,0.2154797257849497,0.39849383358225754,0.2943969566163853,0.19904157353644553,0.05959940305082542],[-0.09582878820140651,0.1504995502251437,-0.016452465111204597,0.07229617477455369,-0.18238765288653241,0.019277348822844643,0.07345605618801938,-0.001245310517053026,0.04110957547461699,-0.10077603238250438],[-0.0843808094295116,0.44564910141858766,0.07229617477455369,0.2550814492805563,-0.4014544016567585,0.11293437970186088,0.2712233850949848,0.10218805155242243,0.21515940366462455,-0.24357040699694377],[-0.5770682633023265,0.17548772356294737,-0.18238765288653241,-0.4014544016567585,-0.8142921720207277,-0.21473117349246765,-0.3038361126850475,-0.3530496689059919,-0.08005463632965058,-0.40728070073006206],[-0.0622322047661761,0.2154797257849497,0.019277348822844643,0.11293437970186088,-0.21473117349246765,0.06313990805917513,0.1610553191406411,0.06431211233482727,0.08741585383007403,-0.14754805937130988],[-0.050847130972145715,0.39849383358225754,0.07345605618801938,0.2712233850949848,-0.3038361126850475,0.1610553191406411,0.36180149036156634,0.1844435244741306,0.19784685972359764,-0.24604178680644295],[-0.16149257584093388,0.2943969566163853,-0.001245310517053026,0.10218805155242243,-0.3530496689059919,0.06431211233482727,0.1844435244741306,0.04304422702052189,0.1078364319363855,-0.24392964826201724],[0.03460753145489871,0.19904157353644553,0.04110957547461699,0.21515940366462455,-0.08005463632965058,0.08741585383007403,0.19784685972359764,0.1078364319363855,0.10403597502494051,-0.04825926382668336],[-0.30479886651596844,0.05959940305082542,-0.10077603238250438,-0.24357040699694377,-0.40728070073006206,-0.14754805937130988,-0.24604178680644295,-0.24392964826201724,-0.04825926382668336,-0.17065368182497587]]",10,Random,10,-1.0,-1.0,-1.0,-,-3.5521430965542,"[1,-1,1,1,1,1,-1,1,-1,1]",-1,0.2181320190429687,-,-,-,-1.0,0,-1,-1,-1,-1.0,-1,-1.0,
11,1,2025-08-20 17:43:29,"[[-0.09643857739679643,-0.026505451870183293,-0.06138133090789305,-0.02502823929056326,-0.31056129520819187,-0.1322286840590223,-0.14292293254944402,-0.1559836893958003,-0.03277481544742052,-0.24153450061621903],[-0.026505451870183293,0.015603934537045495,0.038965988527631445,0.0495105823892962,-0.06466405274558548,0.01656372801397337,-0.056734308088018603,-0.042581905218804436,0.014506308051271441,-0.0075258442781037035],[-0.06138133090789305,0.038965988527631445,0.09523727881947194,0.12303522684214176,-0.1460776342745083,0.04721633601159521,-0.13095829964505348,-0.10203435411001854,0.033667985938589357,-0.013005887087847084],[-0.02502823929056326,0.0495105823892962,0.12303522684214176,0.13691862887869535,-0.036785923483072386,0.09784278250707987,-0.08179253305269749,-0.04370436351600046,0.05208512496941309,0.08211531852606524],[-0.31056129520819187,-0.06466405274558548,-0.1460776342745083,-0.036785923483072386,-0.9668543181690933,-0.37946022889340325,-0.4655352521345336,-0.49662792656576304,-0.08911319630485132,-0.7231527496822122],[-0.1322286840590223,0.01656372801397337,0.04721633601159521,0.09784278250707987,-0.37946022889340325,-0.058160201932718245,-0.23510480551065477,-0.21383279270091451,0.011263000922335375,-0.19342604634350627],[-0.14292293254944402,-0.056734308088018603,-0.13095829964505348,-0.08179253305269749,-0.4655352521345336,-0.23510480551065477,-0.19346208107066912,-0.22662535632906264,-0.06709247578490152,-0.39700152550063256],[-0.1559836893958003,-0.042581905218804436,-0.10203435411001854,-0.04370436351600046,-0.49662792656576304,-0.21383279270091451,-0.22662535632906264,-0.2517743043538307,-0.05905376089096156,-0.3946044075212829],[-0.03277481544742052,0.014506308051271441,0.033667985938589357,0.05208512496941309,-0.08911319630485132,0.011263000922335375,-0.06709247578490152,-0.05905376089096156,0.011320019705257657,-0.026980217531814007],[-0.24153450061621903,-0.0075258442781037035,-0.013005887087847084,0.08211531852606524,-0.7231527496822122,-0.19342604634350627,-0.39700152550063256,-0.3946044075212829,-0.026980217531814007,-0.4597877226562088]]",10,Random,10,-1.0,-1.0,-1.0,-,-4.669304929120384,"[1,1,1,-1,1,1,1,1,1,1]",-1,0.2305901050567627,-,-,-,-1.0,0,-1,-1,-1,-1.0,-1,-1.0,
12,1,2025-08-20 17:43:29,"[[-0.12554240075460615,-0.06936374563202675,-0.29974295454208044,-0.16419120777957086,-0.26937079924323615,-0.19976864292385926,-0.22696040894664227,-0.1542582486529366,-0.2099342717346705,-0.33352636045248474],[-0.06936374563202675,0.33438715783996936,-0.14487724208333658,-0.08880108880840568,-0.09218441178042192,0.15148919533700236,0.1966516437748832,0.32853693501775205,-0.1966505187814111,-0.0034879238147873526],[-0.29974295454208044,-0.14487724208333658,-0.7053304711381724,-0.38491206893743474,-0.6369181071551373,-0.4564267653893243,-0.517213693053479,-0.34062841131443433,-0.499620994072005,-0.7825719610827324],[-0.16419120777957086,-0.08880108880840568,-0.38491206893743474,-0.2101088832911761,-0.34805918421371074,-0.25547094554461247,-0.2909064322152343,-0.1951203638220559,-0.27041931041621503,-0.4310367030720361],[-0.26937079924323615,-0.09218441178042192,-0.6369181071551373,-0.34805918421371074,-0.5723712165164702,-0.3867519514873294,-0.43326320349218556,-0.26869495006195676,-0.46062177232554846,-0.6903912242569006],[-0.19976864292385926,0.15148919533700236,-0.4564267653893243,-0.25547094554461247,-0.3867519514873294,-0.1300467392990343,-0.13036310873834261,0.04837580587922079,-0.3868229123013946,-0.4012288720007805],[-0.22696040894664227,0.1966516437748832,-0.517213693053479,-0.2909064322152343,-0.43326320349218556,-0.13036310873834261,-0.12836711165309003,0.08332192896459466,-0.44470709127091695,-0.4419960813588204],[-0.1542582486529366,0.32853693501775205,-0.34062841131443433,-0.1951203638220559,-0.26869495006195676,0.04837580587922079,0.08332192896459466,0.2708583207028312,-0.34425617886147547,-0.20919735943871756],[-0.2099342717346705,-0.1966505187814111,-0.499620994072005,-0.27041931041621503,-0.46062177232554846,-0.3868229123013946,-0.44470709127091695,-0.34425617886147547,-0.3296422587427641,-0.5942693282804703],[-0.33352636045248474,-0.0034879238147873526,-0.7825719610827324,-0.4310367030720361,-0.6903912242569006,-0.4012288720007805,-0.4419960813588204,-0.20919735943871756,-0.5942693282804703,-0.7999454265490772]]",10,Random,10,-1.0,-1.0,-1.0,-,-10.03249214727388,"[1,-1,1,1,1,1,1,1,1,1]",-1,0.2154195308685302,-,-,-,-1.0,0,-1,-1,-1,-1.0,-1,-1.0,
13,1,2025-08-20 17:43:29,"[[0.36501278971079043,-0.06073953536206525,0.2583062494988029,0.36963296134093243,0.05161015986562403,0.09382496030852983,-0.042502033989331535,0.07093428243772426,0.3635562464608326,-0.03192542182784693],[-0.06073953536206525,-0.04218256667338719,-0.22926050886074634,-0.03083845547038927,-0.17099160840915795,-0.24875981131170063,-0.07497508897825886,-0.05835370837806302,-0.16837909916442825,-0.07224876324386256],[0.2583062494988029,-0.22926050886074634,-0.3387009831541477,0.24804254267535764,-0.32955117868568373,-0.6669788329799642,-0.23408075529436245,-0.09826768968791201,-0.18949774233228928,-0.2077440183708676],[0.36963296134093243,-0.03083845547038927,0.24804254267535764,0.4806912694524742,-0.03666940769724408,0.15738541635335823,-0.062297537257386945,0.09742522220927213,0.4930466238550976,-0.05951087494556091],[0.05161015986562403,-0.17099160840915795,-0.32955117868568373,-0.03666940769724408,-0.27996872757054136,-0.5689243411528195,-0.17282141891713326,-0.1681505774949083,-0.3537916177050145,-0.1859458960293603],[0.09382496030852983,-0.24875981131170063,-0.6669788329799642,0.15738541635335823,-0.5689243411528195,-0.9440861660145073,-0.31312062785479405,-0.1723695255039954,-0.42549267669293317,-0.29029075722402436],[-0.042502033989331535,-0.07497508897825886,-0.23408075529436245,-0.062297537257386945,-0.17282141891713326,-0.31312062785479405,-0.08525268307304118,-0.08970957214543251,-0.23605766725086147,-0.09327866274300665],[0.07093428243772426,-0.05835370837806302,-0.09826768968791201,0.09742522220927213,-0.1681505774949083,-0.1723695255039954,-0.08970957214543251,-0.05050463170538422,-0.013197109232906332,-0.10451481859295379],[0.3635562464608326,-0.16837909916442825,-0.18949774233228928,0.4930466238550976,-0.3537916177050145,-0.42549267669293317,-0.23605766725086147,-0.013197109232906332,0.16519158491220004,-0.21115796683410026],[-0.03192542182784693,-0.07224876324386256,-0.2077440183708676,-0.05951087494556091,-0.1859458960293603,-0.29029075722402436,-0.09327866274300665,-0.10451481859295379,-0.21115796683410026,-0.11349542422343654]]",10,Random,10,-1.0,-1.0,-1.0,-,-5.714430294583959,"[-1,1,1,-1,1,1,1,1,1,1]",-1,0.2149183750152588,-,-,-,-1.0,0,-1,-1,-1,-1.0,-1,-1.0,
14,1,2025-08-20 17:43:30,"[[0.12957379587572804,0.06549042856197029,-0.10870294775785712,-0.18899401162512638,0.09785346577895951,0.299300400516969,0.20190263720262558,0.25395649249748686,0.08954765381387501,-0.23389089503481314],[0.06549042856197029,0.0315075353350167,-0.03277349318390761,-0.07308565573553598,0.059885282474923085,0.14387032393388016,0.09131850905720673,0.11613509991333565,0.051332378852361076,-0.09291530092903587],[-0.10870294775785712,-0.03277349318390761,-0.4545958170726448,-0.570248307222783,-0.33709541706250035,-0.0011418928995844402,0.20732609406500924,0.1185458929793074,-0.2256373681680127,-0.5199676666348871],[-0.18899401162512638,-0.07308565573553598,-0.570248307222783,-0.7135024316236941,-0.48669022877204066,-0.10493956099578067,0.200795124631029,0.07159888552847452,-0.33479967085769985,-0.6285729400784928],[0.09785346577895951,0.059885282474923085,-0.33709541706250035,-0.48669022877204066,-0.04468794227682718,0.34466638608228933,0.33198415072123905,0.3475846359522142,-0.002464402202171428,-0.5127027880532868],[0.299300400516969,0.14387032393388016,-0.0011418928995844402,-0.10493956099578067,0.34466638608228933,0.5822071872714643,0.3046803417338224,0.436766937135886,0.2775793801079474,-0.21045794422346553],[0.20190263720262558,0.09131850905720673,0.20732609406500924,0.200795124631029,0.33198415072123905,0.3046803417338224,0.07607657782166159,0.17146959134966017,0.24656024303902935,0.1301977585739054],[0.25395649249748686,0.11613509991333565,0.1185458929793074,0.07159888552847452,0.3475846359522142,0.436766937135886,0.17146959134966017,0.2977018548979739,0.2676329066066579,-0.023184413155011796],[0.08954765381387501,0.051332378852361076,-0.2256373681680127,-0.33479967085769985,-0.002464402202171428,0.2775793801079474,0.24656024303902935,0.2676329066066579,0.02050464378978069,-0.3599419356902281],[-0.23389089503481314,-0.09291530092903587,-0.5199676666348871,-0.6285729400784928,-0.5127027880532868,-0.21045794422346553,0.1301977585739054,-0.023184413155011796,-0.3599419356902281,-0.5262201185048023]]",10,Random,10,-1.0,-1.0,-1.0,-,-4.942668848350386,"[1,1,1,1,1,-1,-1,-1,1,1]",-1,0.2148945331573486,-,-,-,-1.0,0,-1,-1,-1,-1.0,-1,-1.0,
15,1,2025-08-20 17:43:30,"[[0.19493082751204557,0.1343515752831725,0.1541375704238915,-0.005084572872194357,-0.2662942563445972,0.12497168145254078,-0.27936208614712127,0.3254491128288391,0.029953326985228023,0.15441330869270103],[0.1343515752831725,0.08263982178288518,0.08351687911761672,0.010536249598377567,-0.10628057401243712,0.09732881497093132,-0.07554981286724319,0.17642059303553276,0.03538227121921035,0.11711663748118437],[0.1541375704238915,0.08351687911761672,0.06754087275186062,0.029250232023959828,-0.03006085667064322,0.1251487530795788,0.05420270077848763,0.14633405189938054,0.05824573789954625,0.14676975685979363],[-0.005084572872194357,0.010536249598377567,0.029250232023959828,-0.020087455763168324,-0.10480619367129484,-0.019771396127361063,-0.16259717336708426,0.060098561555333635,-0.022117643172055102,-0.01958010000948377],[-0.2662942563445972,-0.10628057401243712,-0.03006085667064322,-0.10480619367129484,-0.2419403890496588,-0.2590535289422231,-0.5390552260762634,-0.07114223327068311,-0.15683435952146926,-0.29365636319923566],[0.12497168145254078,0.09732881497093132,0.1251487530795788,-0.019771396127361063,-0.2590535289422231,0.06713906739159428,-0.3133622446292655,0.26284880170228914,0.0024455698488286062,0.08716934247606556],[-0.27936208614712127,-0.07554981286724319,0.05420270077848763,-0.16259717336708426,-0.5390552260762634,-0.3133622446292655,-1.0,0.10083971485188661,-0.21915127284265,-0.34700600176851487],[0.3254491128288391,0.17642059303553276,0.14633405189938054,0.060098561555333635,-0.07114223327068311,0.26284880170228914,0.10083971485188661,0.3124646628478966,0.12156717764306213,0.30907577336066405],[0.029953326985228023,0.03538227121921035,0.05824573789954625,-0.022117643172055102,-0.15683435952146926,0.0024455698488286062,-0.21915127284265,0.12156717764306213,-0.017357283632143033,0.007934102445940422],[0.15441330869270103,0.11711663748118437,0.14676975685979363,-0.01958010000948377,-0.29365636319923566,0.08716934247606556,-0.34700600176851487,0.30907577336066405,0.007934102445940422,0.11123076579569431]]",10,Random,10,-1.0,-1.0,-1.0,-,-2.859213143572134,"[1,-1,-1,1,1,1,1,-1,1,1]",-1,0.2158362865447998,-,-,-,-1.0,0,-1,-1,-1,-1.0,-1,-1.0,
16,1,2025-08-20 17:43:29,"[[0.007409993926066267,-0.14305659943296528,-0.09463787537094102,0.12259115260492749,-0.49605799627299807,-0.0037046519717238427,0.17297774956516046,-0.04636053160998692,-0.3525956630390061,0.443748676964133],[-0.14305659943296528,-0.07833990917989052,-0.08714489844483549,0.02078460019208193,-0.26676567606719165,-0.12421074705322371,0.012683613450210192,-0.14865517777524806,-0.17445073500841224,-0.024525337388214344],[-0.09463787537094102,-0.08714489844483549,-0.08103227338812391,0.04179590858736077,-0.29494228074681944,-0.08535027180325784,0.04770507384323333,-0.11179597101423387,-0.19878512857269526,0.08613907950617182],[0.12259115260492749,0.02078460019208193,0.04179590858736077,0.021971058335830143,0.06444980456072527,0.10215212248047917,0.04430422282138521,0.10964711224909143,0.034034085620009154,0.16003504580514258],[-0.49605799627299807,-0.26676567606719165,-0.29494228074681944,0.06444980456072527,-0.8962183773252551,-0.4280093534949385,0.035132068180530454,-0.5117913239737966,-0.586824303231256,-0.10248447227762142],[-0.0037046519717238427,-0.12421074705322371,-0.08535027180325784,0.10215212248047917,-0.4280093534949385,-0.011857788296809613,0.14279623782372214,-0.04940424037751228,-0.30209195083560525,0.36232846540717856],[0.17297774956516046,0.012683613450210192,0.04770507384323333,0.04430422282138521,0.035132068180530454,0.14279623782372214,0.08085276186587154,0.14845789597824421,0.008728297381603412,0.273904036645026],[-0.04636053160998692,-0.14865517777524806,-0.11179597101423387,0.10964711224909143,-0.5117913239737966,-0.04940424037751228,0.14845789597824421,-0.0938889548231648,-0.3576280209786778,0.3592731187314313],[-0.3525956630390061,-0.17445073500841224,-0.19878512857269526,0.034034085620009154,-0.586824303231256,-0.30209195083560525,0.008728297381603412,-0.3576280209786778,-0.3823959875056758,-0.11407908790852572],[0.443748676964133,-0.024525337388214344,0.08613907950617182,0.16003504580514258,-0.10248447227762142,0.36232846540717856,0.273904036645026,0.3592731187314313,-0.11407908790852572,0.871784074290456]]",10,Random,10,-1.0,-1.0,-1.0,-,-4.914075213283619,"[1,1,1,-1,1,1,-1,1,1,-1]",-1,0.2160592079162597,-,-,-,-1.0,0,-1,-1,-1,-1.0,-1,-1.0,
17,1,2025-08-20 17:43:29,"[[-0.28476351595394434,-0.1801253965260257,-0.04293837332597535,-0.33691263731078747,-0.2999458616750633,-0.0854399830655114,-0.6347054018538515,-0.24954446232981006,0.04377857665178023,0.022325261979846744],[-0.1801253965260257,0.09315027222738359,0.02083657014860276,0.14376469757696758,-0.008930836417979003,0.09147834937866378,-0.10733900593145808,-0.011323873455735274,0.21075992692550066,0.1641526114276893],[-0.04293837332597535,0.02083657014860276,0.003039945973084197,0.02695664040606486,-0.006136169720654176,0.018932348646657313,-0.028544575026729514,-0.00577394709193695,0.04598911226886346,0.036609252988629166],[-0.33691263731078747,0.14376469757696758,0.02695664040606486,0.20157108694894557,-0.05558833417623711,0.14419888508119266,-0.2481842236599389,-0.04898854816196395,0.35951049154767567,0.2810768098145274],[-0.2999458616750633,-0.008930836417979003,-0.006136169720654176,-0.05558833417623711,-0.15460650286767372,0.038465682690466886,-0.4152789752405618,-0.15183273438558992,0.20486388115643428,0.15993642342874168],[-0.0854399830655114,0.09147834937866378,0.018932348646657313,0.14419888508119266,0.038465682690466886,0.07220619952275095,0.012060157272779148,0.02494442211862751,0.13479325419265345,0.10789129757285329],[-0.6347054018538515,-0.10733900593145808,-0.028544575026729514,-0.2481842236599389,-0.4152789752405618,0.012060157272779148,-0.9999999999999999,-0.34606855739026215,0.35352457747375643,0.25830021200949277],[-0.24954446232981006,-0.011323873455735274,-0.00577394709193695,-0.04898854816196395,-0.15183273438558992,0.02494442211862751,-0.34606855739026215,-0.10856255604951362,0.16630759100619893,0.12139797149890103],[0.04377857665178023,0.21075992692550066,0.04598911226886346,0.35951049154767567,0.20486388115643428,0.13479325419265345,0.35352457747375643,0.16630759100619893,0.14439471826052988,0.12187593040713461],[0.022325261979846744,0.1641526114276893,0.036609252988629166,0.2810768098145274,0.15993642342874168,0.10789129757285329,0.25830021200949277,0.12139797149890103,0.12187593040713461,0.10356410028306375]]",10,Random,10,-1.0,-1.0,-1.0,-,-3.3919703372270984,"[1,1,1,1,1,-1,1,1,-1,-1]",-1,0.2170777320861816,-,-,-,-1.0,0,-1,-1,-1,-1.0,-1,-1.0,
18,1,2025-08-20 17:43:29,"[[0.45105344344996035,0.30604257064829954,-0.25761937504494115,0.45651487431833837,0.46463815311720713,-0.08695103957271559,0.005825916099926803,0.2850589164527173,0.23093904148538943,0.10745518885644309],[0.30604257064829954,0.20435541007416103,-0.20529311779206577,0.281743344364947,0.29749657083371084,-0.07950175719057702,-0.007315455127440605,0.19678421350856734,0.151782640456846,0.0640168170689568],[-0.25761937504494115,-0.20529311779206577,-0.09599448699736772,-0.4878006054841362,-0.41332686276226027,-0.11527976478402249,-0.09742396680386434,-0.1326703866489455,-0.1737863730399743,-0.13574844041261555],[0.45651487431833837,0.281743344364947,-0.4878006054841362,0.2503576137844572,0.3328125630989702,-0.2418907140588759,-0.0815809539457856,0.31634322580665,0.19488410044848722,0.03969668403900726],[0.46463815311720713,0.29749657083371084,-0.41332686276226027,0.3328125630989702,0.38990113450605934,-0.1897035073599904,-0.05048861389617096,0.31141779996810215,0.21285148100283846,0.06621908106244608],[-0.08695103957271559,-0.07950175719057702,-0.11527976478402249,-0.2418907140588759,-0.1897035073599904,-0.09506498654288112,-0.06480598022661777,-0.03464418845341545,-0.07283253853577049,-0.07098224718078816],[0.005825916099926803,-0.007315455127440605,-0.09742396680386434,-0.0815809539457856,-0.05048861389617096,-0.06480598022661777,-0.036102599481081105,0.015368208891485158,-0.012842652306979195,-0.02700856770304666],[0.2850589164527173,0.19678421350856734,-0.1326703866489455,0.31634322580665,0.31141779996810215,-0.03464418845341545,0.015368208891485158,0.1761749255957756,0.15081435982885047,0.07677170450522085],[0.23093904148538943,0.151782640456846,-0.1737863730399743,0.19488410044848722,0.21285148100283846,-0.07283253853577049,-0.012842652306979195,0.15081435982885047,0.11120606267401167,0.04248369705932609],[0.10745518885644309,0.0640168170689568,-0.13574844041261555,0.03969668403900726,0.06621908106244608,-0.07098224718078816,-0.02700856770304666,0.07677170450522085,0.04248369705932609,0.0031817921403333722]]",10,Random,10,-1.0,-1.0,-1.0,-,-2.0610557511617813,"[-1,-1,1,1,1,1,1,-1,-1,1]",-1,0.2161271572113037,-,-,-,-1.0,0,-1,-1,-1,-1.0,-1,-1.0,
19,1,2025-08-20 17:43:30,"[[-0.56635747229132,-0.1933494398734531,-0.1773447281480461,-0.08278593764331837,0.028440742107138386,-0.3292809690525887,0.09080648798576108,-0.0037881342578522104,-0.028787333692043116,-0.24149608637341863],[-0.1933494398734531,0.16399147628047597,-0.12303329797793552,-0.05095996112878093,0.1404881573058584,0.08471328475225341,0.13691335819735503,0.2413952686559483,0.20200651217160262,0.40460563544238465],[-0.1773447281480461,-0.12303329797793552,-0.038584096104444715,-0.01975542599771779,-0.02536768154582304,-0.1584259084717337,0.0008332592247451906,-0.06767167352693138,-0.06583733210146815,-0.20856026554813373],[-0.08278593764331837,-0.05095996112878093,-0.01975542599771779,-0.009504562494957318,-0.008826984912486426,-0.06691200335456503,0.0026264584861658367,-0.02396837350881612,-0.02476667017815388,-0.08086059679678552],[0.028440742107138386,0.1404881573058584,-0.02536768154582304,-0.008826984912486426,0.06929110378751663,0.13075274466143386,0.052482948058648636,0.13666164810584894,0.11778765338870197,0.2808815268579796],[-0.3292809690525887,0.08471328475225341,-0.1584259084717337,-0.06691200335456503,0.13075274466143386,-0.023338629132646022,0.1451956097268596,0.20680392477078618,0.1674928445400781,0.2831372477435668],[0.09080648798576108,0.13691335819735503,0.0008332592247451906,0.0026264584861658367,0.052482948058648636,0.1451956097268596,0.03136898082716935,0.11080903320992724,0.0983361772216027,0.2547854169644554],[-0.0037881342578522104,0.2413952686559483,-0.06767167352693138,-0.02396837350881612,0.13666164810584894,0.20680392477078618,0.11080903320992724,0.25518859121896464,0.22167381495986732,0.5089456850713852],[-0.028787333692043116,0.20200651217160262,-0.06583733210146815,-0.02476667017815388,0.11778765338870197,0.1674928445400781,0.0983361772216027,0.22167381495986732,0.18913456147201874,0.4278839359185913],[-0.24149608637341863,0.40460563544238465,-0.20856026554813373,-0.08086059679678552,0.2808815268579796,0.2831372477435668,0.2547854169644554,0.5089456850713852,0.4278839359185913,0.9149212655288032]]",10,Random,10,-1.0,-1.0,-1.0,-,-2.2242289763999503,"[1,1,1,1,-1,1,-1,-1,-1,-1]",-1,0.2140536308288574,-,-,-,-1.0,0,-1,-1,-1,-1.0,-1,-1.0,
20,1,2025-08-20 17:43:30,"[[-0.011339214426303087,-0.20238569624846486,-0.0035624091529367083,0.1372789329324485,-0.16538811821193625,0.04285323908806711,0.11034059771942716,-0.04080522297687232,0.028017424078218705,0.007380823589084255],[-0.20238569624846486,-1.0,-0.07180866998800062,0.1377802695451327,-0.5629709918504908,0.001982187415529524,0.2557057549400595,-0.15607765170384613,-0.09047465774920105,-0.04396404343306341],[-0.0035624091529367083,-0.07180866998800062,-0.0016058561412809183,0.05216718991668917,-0.06029391928993302,0.016632732438954672,0.041348388330049335,-0.015060101351652904,0.01039114787439658,0.0036161697658139975],[0.1372789329324485,0.1377802695451327,0.05216718991668917,0.38897863819347356,-0.111860523162515,0.15495749725880048,0.1815821721609373,-0.010197221945493697,0.18292176040357574,0.06884396700007787],[-0.16538811821193625,-0.5629709918504908,-0.06029391928993302,-0.111860523162515,-0.22890879992855845,-0.0706017617714156,0.043067762312106087,-0.07368479741672987,-0.13072369018764743,-0.05364720119069678],[0.04285323908806711,0.001982187415529524,0.016632732438954672,0.15495749725880048,-0.0706017617714156,0.05802811093554591,0.08205737148984268,-0.0106148919406769,0.0654885166338968,0.02387459629908154],[0.11034059771942716,0.2557057549400595,0.041348388330049335,0.1815821721609373,0.043067762312106087,0.08205737148984268,0.0497575305039697,0.023299481360387217,0.11442808769783491,0.04460668123343328],[-0.04080522297687232,-0.15607765170384613,-0.015060101351652904,-0.010197221945493697,-0.07368479741672987,-0.0106148919406769,0.023299481360387217,-0.023281938636357018,-0.027733268804802435,-0.011900120968534288],[0.028017424078218705,-0.09047465774920105,0.01039114787439658,0.18292176040357574,-0.13072369018764743,0.0654885166338968,0.11442808769783491,-0.027733268804802435,0.06404143553186221,0.02128376110246895],[0.007380823589084255,-0.04396404343306341,0.0036161697658139975,0.06884396700007787,-0.05364720119069678,0.02387459629908154,0.04460668123343328,-0.011900120968534288,0.02128376110246895,0.008131403090131563]]",10,Random,10,-1.0,-1.0,-1.0,-,-2.046760934961051,"[1,1,1,-1,1,-1,-1,1,1,1]",-1,0.2157108783721923,-,-,-,-1.0,0,-1,-1,-1,-1.0,-1,-1.0,
21,1,2025-08-20 17:43:29,"[[-0.02521785928943816,-0.05724149483550761,-0.15589624554024248,-0.1596318730744943,-0.1981540699555566,-0.022847654756041568,-0.036066584603134,0.059057488317958734,-0.17049207110581518,0.07638889021603558],[-0.05724149483550761,-0.13191732664686678,-0.34197146165956505,-0.3479755675690205,-0.4033101742462586,-0.07305990161509672,-0.08031452897041585,0.12429587115017077,-0.35405353530849787,0.1576597376228444],[-0.15589624554024248,-0.34197146165956505,-0.4007083664369492,-0.578017859745402,-0.4617225171780087,-0.2902323283245369,-0.14650671717410363,-0.02982256595192459,-0.2956441525534822,0.022418685600081048],[-0.1596318730744943,-0.3479755675690205,-0.578017859745402,-0.7113079993393824,-0.703280736704323,-0.24188667646395556,-0.17126073316271,0.09429491107717568,-0.5366554232780614,0.16262606568798266],[-0.1981540699555566,-0.4033101742462586,-0.4617225171780087,-0.703280736704323,-0.5151705263039358,-0.35399672673146126,-0.1762453246680539,-0.03498744172047831,-0.3407542681868495,0.02437243277608625],[-0.022847654756041568,-0.07305990161509672,-0.2902323283245369,-0.24188667646395556,-0.35399672673146126,-0.011749285081903696,-0.0539975713374331,0.1379366353473781,-0.32291447054788647,0.16334832793547457],[-0.036066584603134,-0.08031452897041585,-0.14650671717410363,-0.17126073316271,-0.1762453246680539,-0.0539975713374331,-0.04111690203585728,0.031193425927749444,-0.1394217551605341,0.047445164870911584],[0.059057488317958734,0.12429587115017077,-0.02982256595192459,0.09429491107717568,-0.03498744172047831,0.1379366353473781,0.031193425927749444,0.13828808599448872,-0.11353070755058933,0.1304506385082813],[-0.17049207110581518,-0.35405353530849787,-0.2956441525534822,-0.5366554232780614,-0.3407542681868495,-0.32291447054788647,-0.1394217551605341,-0.11353070755058933,-0.16350387988962461,-0.06638140313386912],[0.07638889021603558,0.1576597376228444,0.022418685600081048,0.16262606568798266,0.02437243277608625,0.16334832793547457,0.047445164870911584,0.1304506385082813,-0.06638140313386912,0.11711641509214446]]",10,Random,10,-1.0,-1.0,-1.0,-,-6.2208800190403,"[1,1,1,1,1,1,1,-1,1,-1]",-1,0.22292160987854,-,-,-,-1.0,0,-1,-1,-1,-1.0,-1,-1.0,
