Id (int),Valid (int),Updated (str),Matrix (mat),Size (int),Type (str),Rank (int),Density (flt),Stiffness (flt),Penalty (str),Budget (flt),Test_solver (str),Test (flt),Test_state (vec),Test_iterations (int),Test_time (flt),Train_solver (str),Preprocessing (str),Postprocessing (str),Train (flt),Train_state (vec),Train_iterations (int),Train_iterations_1 (int),Train_iterations_2 (int),Train_iterations_3 (int),Train_cost (flt),Train_shots (int),Train_time (flt),Flags (str),Baren (int)
41,1,2025-08-26 13:12:55,"[[0.3536537896882841,0.4902583240665147,-0.3784017084892153,0.2919271332405663,-0.2952982772064381,-0.2891997704633513,-0.4418788349237548,0.7187430626265072,0.16740277954083604,-0.4666162782904658],[0.4902583240665147,0.5060548646343206,0.8572099203080699,0.4822593256089054,0.7053114598369095,-0.23944011099472262,0.4664423289824944,-0.030610345926886606,-0.35724751861534887,0.3320181239548111],[-0.3784017084892153,0.8572099203080699,-0.7153061755427763,0.42140490924839946,0.7806351264262442,-0.3739785410699964,-0.4082873911092708,0.39124263112442736,-0.010053255996279264,0.45779207255279364],[0.2919271332405663,0.4822593256089054,0.42140490924839946,-0.9717801145565628,0.38360848132778846,0.24879206624606243,0.07964637217645776,0.08118434689321008,0.8105862991922396,0.34655747193332065],[-0.2952982772064381,0.7053114598369095,0.7806351264262442,0.38360848132778846,0.05827106927699299,-0.10109855516712374,0.4951013054670699,-0.24281135341923232,0.34424837121538876,-0.1219137031522235],[-0.2891997704633513,-0.23944011099472262,-0.3739785410699964,0.24879206624606243,-0.10109855516712374,0.9702769366000266,-0.1754464609717613,0.394796328714363,0.12111723507369898,0.2722280881263971],[-0.4418788349237548,0.4664423289824944,-0.4082873911092708,0.07964637217645776,0.4951013054670699,-0.1754464609717613,-0.734953857907445,0.6241837210284922,0.5283971787645915,-0.42392045166701964],[0.7187430626265072,-0.030610345926886606,0.39124263112442736,0.08118434689321008,-0.24281135341923232,0.394796328714363,0.6241837210284922,0.7958269496170498,0.2087807604795836,-0.7735417156609783],[0.16740277954083604,-0.35724751861534887,-0.010053255996279264,0.8105862991922396,0.34424837121538876,0.12111723507369898,0.5283971787645915,0.2087807604795836,-0.26522220665278184,0.2623420808456727],[-0.4666162782904658,0.3320181239548111,0.45779207255279364,0.34655747193332065,-0.1219137031522235,0.2722280881263971,-0.42392045166701964,-0.7735417156609783,0.2623420808456727,-0.22492122297181671]]",10,Penalty,-1,-1.0,-1.0,MOC,7.0,-,-1.9375230902647247,"[1.,-1.,1.,-1.,1.,1.,1.,-1.,1.,1.]",-1,0.3924846649169922,CIA,,,-3.068332892486139,"[1,-1,1,-1,-1,1,1,-1,1,1]",119,-1,-1,-1,-1.0,1000,168.63091444969177,Baren_109,-1.0
42,1,2025-08-26 13:13:24,"[[0.3536537896882841,0.4902583240665147,-0.3784017084892153,0.2919271332405663,-0.2952982772064381,-0.2891997704633513,-0.4418788349237548,0.7187430626265072,0.16740277954083604,-0.4666162782904658],[0.4902583240665147,0.5060548646343206,0.8572099203080699,0.4822593256089054,0.7053114598369095,-0.23944011099472262,0.4664423289824944,-0.030610345926886606,-0.35724751861534887,0.3320181239548111],[-0.3784017084892153,0.8572099203080699,-0.7153061755427763,0.42140490924839946,0.7806351264262442,-0.3739785410699964,-0.4082873911092708,0.39124263112442736,-0.010053255996279264,0.45779207255279364],[0.2919271332405663,0.4822593256089054,0.42140490924839946,-0.9717801145565628,0.38360848132778846,0.24879206624606243,0.07964637217645776,0.08118434689321008,0.8105862991922396,0.34655747193332065],[-0.2952982772064381,0.7053114598369095,0.7806351264262442,0.38360848132778846,0.05827106927699299,-0.10109855516712374,0.4951013054670699,-0.24281135341923232,0.34424837121538876,-0.1219137031522235],[-0.2891997704633513,-0.23944011099472262,-0.3739785410699964,0.24879206624606243,-0.10109855516712374,0.9702769366000266,-0.1754464609717613,0.394796328714363,0.12111723507369898,0.2722280881263971],[-0.4418788349237548,0.4664423289824944,-0.4082873911092708,0.07964637217645776,0.4951013054670699,-0.1754464609717613,-0.734953857907445,0.6241837210284922,0.5283971787645915,-0.42392045166701964],[0.7187430626265072,-0.030610345926886606,0.39124263112442736,0.08118434689321008,-0.24281135341923232,0.394796328714363,0.6241837210284922,0.7958269496170498,0.2087807604795836,-0.7735417156609783],[0.16740277954083604,-0.35724751861534887,-0.010053255996279264,0.8105862991922396,0.34424837121538876,0.12111723507369898,0.5283971787645915,0.2087807604795836,-0.26522220665278184,0.2623420808456727],[-0.4666162782904658,0.3320181239548111,0.45779207255279364,0.34655747193332065,-0.1219137031522235,0.2722280881263971,-0.42392045166701964,-0.7735417156609783,0.2623420808456727,-0.22492122297181671]]",10,Penalty,-1,-1.0,-1.0,MOC,8.0,-,-0.3406095033726146,"[1.,-1.,1.,1.,1.,1.,1.,1.,-1.,1.]",-1,0.4776570796966553,CIA,,,-1.7078402271601385,"[1,-1,1,-1,1,1,1,1,-1,1]",20,20,20,20,-1.0,1000,28.6122841835022,,-1.0
43,1,2025-08-26 13:14:42,"[[0.3242266505874032,0.20643792153628626,0.2746746934621991,0.003224089285777665,-0.16834527322895487,0.005940552454231085,0.6701913855892015,-0.44304115448635883,-0.3398810923241473,-0.2189618634222671],[0.20643792153628626,-0.04745827699821237,-0.36074499957841744,0.34063825504846645,-0.5606585783332757,0.25144436128758085,0.00678936022486698,-0.23601863885368013,-0.5273136118448357,0.7907380434367508],[0.2746746934621991,-0.36074499957841744,0.5708257831721266,0.16181104527183487,0.24862067682965927,-0.5973764878462866,0.17735082268360625,0.24170088161160097,0.8864369635578546,-0.060533103021297885],[0.003224089285777665,0.34063825504846645,0.16181104527183487,0.8646704322002021,-0.4709489551198852,0.25921869458678015,-0.5337799919111662,0.7822041600169682,0.1249880626935801,0.10698054075119035],[-0.16834527322895487,-0.5606585783332757,0.24862067682965927,-0.4709489551198852,-0.32348495288343226,0.2304628219547571,-0.7601391636709793,0.0017616988103964504,0.17487033814470176,-0.28415859472036675],[0.005940552454231085,0.25144436128758085,-0.5973764878462866,0.25921869458678015,0.2304628219547571,-0.41317822273068106,0.48836291287907196,-0.4450015295694659,0.5080199013834071,-0.6348506318386395],[0.6701913855892015,0.00678936022486698,0.17735082268360625,-0.5337799919111662,-0.7601391636709793,0.48836291287907196,0.4722671525219668,-0.21700560545663738,-0.006449382064513953,-0.2266330939224348],[-0.44304115448635883,-0.23601863885368013,0.24170088161160097,0.7822041600169682,0.0017616988103964504,-0.4450015295694659,-0.21700560545663738,0.022124441964841424,-0.7896030358479605,-0.013502890430642123],[-0.3398810923241473,-0.5273136118448357,0.8864369635578546,0.1249880626935801,0.17487033814470176,0.5080199013834071,-0.006449382064513953,-0.7896030358479605,0.959459618718365,-0.07621846299203294],[-0.2189618634222671,0.7907380434367508,-0.060533103021297885,0.10698054075119035,-0.28415859472036675,-0.6348506318386395,-0.2266330939224348,-0.013502890430642123,-0.07621846299203294,-0.8185054963473035]]",10,Penalty,-1,-1.0,-1.0,MOC,2.0,-,-1.3963547846830815,"[-1.,-1.,-1.,-1.,-1.,1.,-1.,-1.,-1.,1.]",-1,0.5160207748413086,CIA,,,-2.524734776047526,"[1,-1,-1,-1,1,-1,1,1,1,1]",54,8,8,8,-1.0,1000,77.84938502311707,Baren_44,-1.0
44,1,2025-08-26 13:16:30,"[[0.3242266505874032,0.20643792153628626,0.2746746934621991,0.003224089285777665,-0.16834527322895487,0.005940552454231085,0.6701913855892015,-0.44304115448635883,-0.3398810923241473,-0.2189618634222671],[0.20643792153628626,-0.04745827699821237,-0.36074499957841744,0.34063825504846645,-0.5606585783332757,0.25144436128758085,0.00678936022486698,-0.23601863885368013,-0.5273136118448357,0.7907380434367508],[0.2746746934621991,-0.36074499957841744,0.5708257831721266,0.16181104527183487,0.24862067682965927,-0.5973764878462866,0.17735082268360625,0.24170088161160097,0.8864369635578546,-0.060533103021297885],[0.003224089285777665,0.34063825504846645,0.16181104527183487,0.8646704322002021,-0.4709489551198852,0.25921869458678015,-0.5337799919111662,0.7822041600169682,0.1249880626935801,0.10698054075119035],[-0.16834527322895487,-0.5606585783332757,0.24862067682965927,-0.4709489551198852,-0.32348495288343226,0.2304628219547571,-0.7601391636709793,0.0017616988103964504,0.17487033814470176,-0.28415859472036675],[0.005940552454231085,0.25144436128758085,-0.5973764878462866,0.25921869458678015,0.2304628219547571,-0.41317822273068106,0.48836291287907196,-0.4450015295694659,0.5080199013834071,-0.6348506318386395],[0.6701913855892015,0.00678936022486698,0.17735082268360625,-0.5337799919111662,-0.7601391636709793,0.48836291287907196,0.4722671525219668,-0.21700560545663738,-0.006449382064513953,-0.2266330939224348],[-0.44304115448635883,-0.23601863885368013,0.24170088161160097,0.7822041600169682,0.0017616988103964504,-0.4450015295694659,-0.21700560545663738,0.022124441964841424,-0.7896030358479605,-0.013502890430642123],[-0.3398810923241473,-0.5273136118448357,0.8864369635578546,0.1249880626935801,0.17487033814470176,0.5080199013834071,-0.006449382064513953,-0.7896030358479605,0.959459618718365,-0.07621846299203294],[-0.2189618634222671,0.7907380434367508,-0.060533103021297885,0.10698054075119035,-0.28415859472036675,-0.6348506318386395,-0.2266330939224348,-0.013502890430642123,-0.07621846299203294,-0.8185054963473035]]",10,Penalty,-1,-1.0,-1.0,MOC,3.0,-,-1.843796983700769,"[-1.,-1.,-1.,-1.,-1.,1.,-1.,1.,-1.,1.]",-1,0.5051639080047607,CIA,,,-2.2168679841533754,"[-1,-1,-1,-1,1,-1,1,-1,-1,1]",74,-1,-1,-1,-1.0,1000,106.8762378692627,Baren_64,-1.0
45,1,2025-08-26 13:18:09,"[[0.3242266505874032,0.20643792153628626,0.2746746934621991,0.003224089285777665,-0.16834527322895487,0.005940552454231085,0.6701913855892015,-0.44304115448635883,-0.3398810923241473,-0.2189618634222671],[0.20643792153628626,-0.04745827699821237,-0.36074499957841744,0.34063825504846645,-0.5606585783332757,0.25144436128758085,0.00678936022486698,-0.23601863885368013,-0.5273136118448357,0.7907380434367508],[0.2746746934621991,-0.36074499957841744,0.5708257831721266,0.16181104527183487,0.24862067682965927,-0.5973764878462866,0.17735082268360625,0.24170088161160097,0.8864369635578546,-0.060533103021297885],[0.003224089285777665,0.34063825504846645,0.16181104527183487,0.8646704322002021,-0.4709489551198852,0.25921869458678015,-0.5337799919111662,0.7822041600169682,0.1249880626935801,0.10698054075119035],[-0.16834527322895487,-0.5606585783332757,0.24862067682965927,-0.4709489551198852,-0.32348495288343226,0.2304628219547571,-0.7601391636709793,0.0017616988103964504,0.17487033814470176,-0.28415859472036675],[0.005940552454231085,0.25144436128758085,-0.5973764878462866,0.25921869458678015,0.2304628219547571,-0.41317822273068106,0.48836291287907196,-0.4450015295694659,0.5080199013834071,-0.6348506318386395],[0.6701913855892015,0.00678936022486698,0.17735082268360625,-0.5337799919111662,-0.7601391636709793,0.48836291287907196,0.4722671525219668,-0.21700560545663738,-0.006449382064513953,-0.2266330939224348],[-0.44304115448635883,-0.23601863885368013,0.24170088161160097,0.7822041600169682,0.0017616988103964504,-0.4450015295694659,-0.21700560545663738,0.022124441964841424,-0.7896030358479605,-0.013502890430642123],[-0.3398810923241473,-0.5273136118448357,0.8864369635578546,0.1249880626935801,0.17487033814470176,0.5080199013834071,-0.006449382064513953,-0.7896030358479605,0.959459618718365,-0.07621846299203294],[-0.2189618634222671,0.7907380434367508,-0.060533103021297885,0.10698054075119035,-0.28415859472036675,-0.6348506318386395,-0.2266330939224348,-0.013502890430642123,-0.07621846299203294,-0.8185054963473035]]",10,Penalty,-1,-1.0,-1.0,MOC,4.0,-,-2.3377461238614625,"[1.,-1.,-1.,-1.,-1.,1.,-1.,1.,-1.,1.]",-1,0.3277735710144043,CIA,,,-2.719767947487347,"[1,-1,-1,-1,1,1,-1,1,-1,1]",70,70,4,70,-1.0,1000,99.19665741920473,,-1.0
46,1,2025-08-26 13:20:54,"[[0.3242266505874032,0.20643792153628626,0.2746746934621991,0.003224089285777665,-0.16834527322895487,0.005940552454231085,0.6701913855892015,-0.44304115448635883,-0.3398810923241473,-0.2189618634222671],[0.20643792153628626,-0.04745827699821237,-0.36074499957841744,0.34063825504846645,-0.5606585783332757,0.25144436128758085,0.00678936022486698,-0.23601863885368013,-0.5273136118448357,0.7907380434367508],[0.2746746934621991,-0.36074499957841744,0.5708257831721266,0.16181104527183487,0.24862067682965927,-0.5973764878462866,0.17735082268360625,0.24170088161160097,0.8864369635578546,-0.060533103021297885],[0.003224089285777665,0.34063825504846645,0.16181104527183487,0.8646704322002021,-0.4709489551198852,0.25921869458678015,-0.5337799919111662,0.7822041600169682,0.1249880626935801,0.10698054075119035],[-0.16834527322895487,-0.5606585783332757,0.24862067682965927,-0.4709489551198852,-0.32348495288343226,0.2304628219547571,-0.7601391636709793,0.0017616988103964504,0.17487033814470176,-0.28415859472036675],[0.005940552454231085,0.25144436128758085,-0.5973764878462866,0.25921869458678015,0.2304628219547571,-0.41317822273068106,0.48836291287907196,-0.4450015295694659,0.5080199013834071,-0.6348506318386395],[0.6701913855892015,0.00678936022486698,0.17735082268360625,-0.5337799919111662,-0.7601391636709793,0.48836291287907196,0.4722671525219668,-0.21700560545663738,-0.006449382064513953,-0.2266330939224348],[-0.44304115448635883,-0.23601863885368013,0.24170088161160097,0.7822041600169682,0.0017616988103964504,-0.4450015295694659,-0.21700560545663738,0.022124441964841424,-0.7896030358479605,-0.013502890430642123],[-0.3398810923241473,-0.5273136118448357,0.8864369635578546,0.1249880626935801,0.17487033814470176,0.5080199013834071,-0.006449382064513953,-0.7896030358479605,0.959459618718365,-0.07621846299203294],[-0.2189618634222671,0.7907380434367508,-0.060533103021297885,0.10698054075119035,-0.28415859472036675,-0.6348506318386395,-0.2266330939224348,-0.013502890430642123,-0.07621846299203294,-0.8185054963473035]]",10,Penalty,-1,-1.0,-1.0,MOC,5.0,-,-2.719767947487347,"[1.,-1.,-1.,-1.,1.,1.,-1.,1.,-1.,1.]",-1,0.4423806667327881,CIA,,,-2.517974920535603,"[-1,1,-1,-1,1,-1,1,1,1,-1]",116,-1,-1,-1,-1.0,1000,163.90560603141785,Baren_106,-1.0
47,1,2025-08-26 13:23:16,"[[0.3242266505874032,0.20643792153628626,0.2746746934621991,0.003224089285777665,-0.16834527322895487,0.005940552454231085,0.6701913855892015,-0.44304115448635883,-0.3398810923241473,-0.2189618634222671],[0.20643792153628626,-0.04745827699821237,-0.36074499957841744,0.34063825504846645,-0.5606585783332757,0.25144436128758085,0.00678936022486698,-0.23601863885368013,-0.5273136118448357,0.7907380434367508],[0.2746746934621991,-0.36074499957841744,0.5708257831721266,0.16181104527183487,0.24862067682965927,-0.5973764878462866,0.17735082268360625,0.24170088161160097,0.8864369635578546,-0.060533103021297885],[0.003224089285777665,0.34063825504846645,0.16181104527183487,0.8646704322002021,-0.4709489551198852,0.25921869458678015,-0.5337799919111662,0.7822041600169682,0.1249880626935801,0.10698054075119035],[-0.16834527322895487,-0.5606585783332757,0.24862067682965927,-0.4709489551198852,-0.32348495288343226,0.2304628219547571,-0.7601391636709793,0.0017616988103964504,0.17487033814470176,-0.28415859472036675],[0.005940552454231085,0.25144436128758085,-0.5973764878462866,0.25921869458678015,0.2304628219547571,-0.41317822273068106,0.48836291287907196,-0.4450015295694659,0.5080199013834071,-0.6348506318386395],[0.6701913855892015,0.00678936022486698,0.17735082268360625,-0.5337799919111662,-0.7601391636709793,0.48836291287907196,0.4722671525219668,-0.21700560545663738,-0.006449382064513953,-0.2266330939224348],[-0.44304115448635883,-0.23601863885368013,0.24170088161160097,0.7822041600169682,0.0017616988103964504,-0.4450015295694659,-0.21700560545663738,0.022124441964841424,-0.7896030358479605,-0.013502890430642123],[-0.3398810923241473,-0.5273136118448357,0.8864369635578546,0.1249880626935801,0.17487033814470176,0.5080199013834071,-0.006449382064513953,-0.7896030358479605,0.959459618718365,-0.07621846299203294],[-0.2189618634222671,0.7907380434367508,-0.060533103021297885,0.10698054075119035,-0.28415859472036675,-0.6348506318386395,-0.2266330939224348,-0.013502890430642123,-0.07621846299203294,-0.8185054963473035]]",10,Penalty,-1,-1.0,-1.0,MOC,6.0,-,-2.762850489764197,"[1.,-1.,-1.,-1.,1.,1.,-1.,1.,1.,1.]",-1,0.4825973510742187,CIA,,,-2.528857935808141,"[1,-1,-1,-1,1,1,1,1,-1,1]",100,-1,-1,-1,-1.0,1000,142.0348515510559,Baren_90,-1.0
48,1,2025-08-26 13:25:52,"[[0.3242266505874032,0.20643792153628626,0.2746746934621991,0.003224089285777665,-0.16834527322895487,0.005940552454231085,0.6701913855892015,-0.44304115448635883,-0.3398810923241473,-0.2189618634222671],[0.20643792153628626,-0.04745827699821237,-0.36074499957841744,0.34063825504846645,-0.5606585783332757,0.25144436128758085,0.00678936022486698,-0.23601863885368013,-0.5273136118448357,0.7907380434367508],[0.2746746934621991,-0.36074499957841744,0.5708257831721266,0.16181104527183487,0.24862067682965927,-0.5973764878462866,0.17735082268360625,0.24170088161160097,0.8864369635578546,-0.060533103021297885],[0.003224089285777665,0.34063825504846645,0.16181104527183487,0.8646704322002021,-0.4709489551198852,0.25921869458678015,-0.5337799919111662,0.7822041600169682,0.1249880626935801,0.10698054075119035],[-0.16834527322895487,-0.5606585783332757,0.24862067682965927,-0.4709489551198852,-0.32348495288343226,0.2304628219547571,-0.7601391636709793,0.0017616988103964504,0.17487033814470176,-0.28415859472036675],[0.005940552454231085,0.25144436128758085,-0.5973764878462866,0.25921869458678015,0.2304628219547571,-0.41317822273068106,0.48836291287907196,-0.4450015295694659,0.5080199013834071,-0.6348506318386395],[0.6701913855892015,0.00678936022486698,0.17735082268360625,-0.5337799919111662,-0.7601391636709793,0.48836291287907196,0.4722671525219668,-0.21700560545663738,-0.006449382064513953,-0.2266330939224348],[-0.44304115448635883,-0.23601863885368013,0.24170088161160097,0.7822041600169682,0.0017616988103964504,-0.4450015295694659,-0.21700560545663738,0.022124441964841424,-0.7896030358479605,-0.013502890430642123],[-0.3398810923241473,-0.5273136118448357,0.8864369635578546,0.1249880626935801,0.17487033814470176,0.5080199013834071,-0.006449382064513953,-0.7896030358479605,0.959459618718365,-0.07621846299203294],[-0.2189618634222671,0.7907380434367508,-0.060533103021297885,0.10698054075119035,-0.28415859472036675,-0.6348506318386395,-0.2266330939224348,-0.013502890430642123,-0.07621846299203294,-0.8185054963473035]]",10,Penalty,-1,-1.0,-1.0,MOC,7.0,-,-2.8684894183805194,"[1.,1.,-1.,-1.,1.,-1.,1.,1.,1.,1.]",-1,0.2864997386932373,CIA,,,-2.578389860149505,"[1,-1,-1,-1,1,1,1,1,1,1]",112,-1,-1,-1,-1.0,1000,155.81754279136658,Baren_102,-1.0
49,1,2025-08-26 13:26:14,"[[0.3242266505874032,0.20643792153628626,0.2746746934621991,0.003224089285777665,-0.16834527322895487,0.005940552454231085,0.6701913855892015,-0.44304115448635883,-0.3398810923241473,-0.2189618634222671],[0.20643792153628626,-0.04745827699821237,-0.36074499957841744,0.34063825504846645,-0.5606585783332757,0.25144436128758085,0.00678936022486698,-0.23601863885368013,-0.5273136118448357,0.7907380434367508],[0.2746746934621991,-0.36074499957841744,0.5708257831721266,0.16181104527183487,0.24862067682965927,-0.5973764878462866,0.17735082268360625,0.24170088161160097,0.8864369635578546,-0.060533103021297885],[0.003224089285777665,0.34063825504846645,0.16181104527183487,0.8646704322002021,-0.4709489551198852,0.25921869458678015,-0.5337799919111662,0.7822041600169682,0.1249880626935801,0.10698054075119035],[-0.16834527322895487,-0.5606585783332757,0.24862067682965927,-0.4709489551198852,-0.32348495288343226,0.2304628219547571,-0.7601391636709793,0.0017616988103964504,0.17487033814470176,-0.28415859472036675],[0.005940552454231085,0.25144436128758085,-0.5973764878462866,0.25921869458678015,0.2304628219547571,-0.41317822273068106,0.48836291287907196,-0.4450015295694659,0.5080199013834071,-0.6348506318386395],[0.6701913855892015,0.00678936022486698,0.17735082268360625,-0.5337799919111662,-0.7601391636709793,0.48836291287907196,0.4722671525219668,-0.21700560545663738,-0.006449382064513953,-0.2266330939224348],[-0.44304115448635883,-0.23601863885368013,0.24170088161160097,0.7822041600169682,0.0017616988103964504,-0.4450015295694659,-0.21700560545663738,0.022124441964841424,-0.7896030358479605,-0.013502890430642123],[-0.3398810923241473,-0.5273136118448357,0.8864369635578546,0.1249880626935801,0.17487033814470176,0.5080199013834071,-0.006449382064513953,-0.7896030358479605,0.959459618718365,-0.07621846299203294],[-0.2189618634222671,0.7907380434367508,-0.060533103021297885,0.10698054075119035,-0.28415859472036675,-0.6348506318386395,-0.2266330939224348,-0.013502890430642123,-0.07621846299203294,-0.8185054963473035]]",10,Penalty,-1,-1.0,-1.0,MOC,8.0,-,-2.670700141194917,"[1.,1.,-1.,-1.,1.,1.,1.,1.,1.,1.]",-1,0.4085943698883056,CIA,,,-2.861950131034476,"[1,1,-1,-1,1,1,-1,1,1,1]",16,16,16,16,-1.0,1000,21.503723859786987,,-1.0
50,1,2025-08-26 13:27:46,"[[0.6179215116576999,-0.973636251043103,0.2336309946389653,-0.6630909571665278,0.0747976439684962,0.10520455539097184,-0.20197211984740138,-0.4004092841404555,0.21961515221001449,-0.04851026310556694],[-0.973636251043103,0.27455711788649517,-0.0748080230612056,0.47686008149017334,0.18560432641071933,-0.5443691698236908,0.478679655355553,0.15182770486801245,0.44835403565398524,-0.7972929217362439],[0.2336309946389653,-0.0748080230612056,0.7868385911800209,-0.0342736028599272,0.5360072568471319,-0.3692992517536895,0.6458182783201261,0.31694419527260453,-0.5416147086636885,0.3447384202718048],[-0.6630909571665278,0.47686008149017334,-0.0342736028599272,-0.9007026836476428,-0.3149420115595507,0.44203480740996526,-0.8898288501874212,0.689345715837381,0.45051195659809407,0.017265069159337565],[0.0747976439684962,0.18560432641071933,0.5360072568471319,-0.3149420115595507,0.19172523662178143,0.39873983856376716,0.5126678047070963,-0.034055735333099024,-0.015040430812515715,-0.22491441895179654],[0.10520455539097184,-0.5443691698236908,-0.3692992517536895,0.44203480740996526,0.39873983856376716,0.9365350180741807,-0.6610645613676835,0.5670069515169496,0.15420916916055016,0.4721091205094776],[-0.20197211984740138,0.478679655355553,0.6458182783201261,-0.8898288501874212,0.5126678047070963,-0.6610645613676835,0.42102057368362766,-0.2537670136558431,-0.11889549748295491,0.5503841264433386],[-0.4004092841404555,0.15182770486801245,0.31694419527260453,0.689345715837381,-0.034055735333099024,0.5670069515169496,-0.2537670136558431,0.001534175739147381,0.627743814274839,0.021069457403008918],[0.21961515221001449,0.44835403565398524,-0.5416147086636885,0.45051195659809407,-0.015040430812515715,0.15420916916055016,-0.11889549748295491,0.627743814274839,0.44538822481194207,0.03011879679410956],[-0.04851026310556694,-0.7972929217362439,0.3447384202718048,0.017265069159337565,-0.22491441895179654,0.4721091205094776,0.5503841264433386,0.021069457403008918,0.03011879679410956,-0.8864723185916401]]",10,Penalty,-1,-1.0,-1.0,MOC,2.0,-,-2.099132231154359,"[-1.,-1.,-1.,1.,-1.,-1.,1.,-1.,-1.,-1.]",-1,0.5354771614074707,CIA,,,-2.0727128480737464,"[-1,1,-1,-1,-1,-1,-1,-1,-1,1]",64,-1,16,-1,-1.0,1000,90.82469820976256,Baren_54,-1.0
51,1,2025-08-26 13:29:34,"[[0.6179215116576999,-0.973636251043103,0.2336309946389653,-0.6630909571665278,0.0747976439684962,0.10520455539097184,-0.20197211984740138,-0.4004092841404555,0.21961515221001449,-0.04851026310556694],[-0.973636251043103,0.27455711788649517,-0.0748080230612056,0.47686008149017334,0.18560432641071933,-0.5443691698236908,0.478679655355553,0.15182770486801245,0.44835403565398524,-0.7972929217362439],[0.2336309946389653,-0.0748080230612056,0.7868385911800209,-0.0342736028599272,0.5360072568471319,-0.3692992517536895,0.6458182783201261,0.31694419527260453,-0.5416147086636885,0.3447384202718048],[-0.6630909571665278,0.47686008149017334,-0.0342736028599272,-0.9007026836476428,-0.3149420115595507,0.44203480740996526,-0.8898288501874212,0.689345715837381,0.45051195659809407,0.017265069159337565],[0.0747976439684962,0.18560432641071933,0.5360072568471319,-0.3149420115595507,0.19172523662178143,0.39873983856376716,0.5126678047070963,-0.034055735333099024,-0.015040430812515715,-0.22491441895179654],[0.10520455539097184,-0.5443691698236908,-0.3692992517536895,0.44203480740996526,0.39873983856376716,0.9365350180741807,-0.6610645613676835,0.5670069515169496,0.15420916916055016,0.4721091205094776],[-0.20197211984740138,0.478679655355553,0.6458182783201261,-0.8898288501874212,0.5126678047070963,-0.6610645613676835,0.42102057368362766,-0.2537670136558431,-0.11889549748295491,0.5503841264433386],[-0.4004092841404555,0.15182770486801245,0.31694419527260453,0.689345715837381,-0.034055735333099024,0.5670069515169496,-0.2537670136558431,0.001534175739147381,0.627743814274839,0.021069457403008918],[0.21961515221001449,0.44835403565398524,-0.5416147086636885,0.45051195659809407,-0.015040430812515715,0.15420916916055016,-0.11889549748295491,0.627743814274839,0.44538822481194207,0.03011879679410956],[-0.04851026310556694,-0.7972929217362439,0.3447384202718048,0.017265069159337565,-0.22491441895179654,0.4721091205094776,0.5503841264433386,0.021069457403008918,0.03011879679410956,-0.8864723185916401]]",10,Penalty,-1,-1.0,-1.0,MOC,3.0,-,-2.7858986063935665,"[1.,1.,-1.,-1.,-1.,-1.,-1.,-1.,-1.,1.]",-1,0.5160574913024902,CIA,,,-2.6552345523394383,"[1,-1,-1,1,-1,-1,1,-1,-1,-1]",76,-1,36,-1,-1.0,1000,107.0086784362793,Baren_66,-1.0
52,1,2025-08-26 13:30:17,"[[0.6179215116576999,-0.973636251043103,0.2336309946389653,-0.6630909571665278,0.0747976439684962,0.10520455539097184,-0.20197211984740138,-0.4004092841404555,0.21961515221001449,-0.04851026310556694],[-0.973636251043103,0.27455711788649517,-0.0748080230612056,0.47686008149017334,0.18560432641071933,-0.5443691698236908,0.478679655355553,0.15182770486801245,0.44835403565398524,-0.7972929217362439],[0.2336309946389653,-0.0748080230612056,0.7868385911800209,-0.0342736028599272,0.5360072568471319,-0.3692992517536895,0.6458182783201261,0.31694419527260453,-0.5416147086636885,0.3447384202718048],[-0.6630909571665278,0.47686008149017334,-0.0342736028599272,-0.9007026836476428,-0.3149420115595507,0.44203480740996526,-0.8898288501874212,0.689345715837381,0.45051195659809407,0.017265069159337565],[0.0747976439684962,0.18560432641071933,0.5360072568471319,-0.3149420115595507,0.19172523662178143,0.39873983856376716,0.5126678047070963,-0.034055735333099024,-0.015040430812515715,-0.22491441895179654],[0.10520455539097184,-0.5443691698236908,-0.3692992517536895,0.44203480740996526,0.39873983856376716,0.9365350180741807,-0.6610645613676835,0.5670069515169496,0.15420916916055016,0.4721091205094776],[-0.20197211984740138,0.478679655355553,0.6458182783201261,-0.8898288501874212,0.5126678047070963,-0.6610645613676835,0.42102057368362766,-0.2537670136558431,-0.11889549748295491,0.5503841264433386],[-0.4004092841404555,0.15182770486801245,0.31694419527260453,0.689345715837381,-0.034055735333099024,0.5670069515169496,-0.2537670136558431,0.001534175739147381,0.627743814274839,0.021069457403008918],[0.21961515221001449,0.44835403565398524,-0.5416147086636885,0.45051195659809407,-0.015040430812515715,0.15420916916055016,-0.11889549748295491,0.627743814274839,0.44538822481194207,0.03011879679410956],[-0.04851026310556694,-0.7972929217362439,0.3447384202718048,0.017265069159337565,-0.22491441895179654,0.4721091205094776,0.5503841264433386,0.021069457403008918,0.03011879679410956,-0.8864723185916401]]",10,Penalty,-1,-1.0,-1.0,MOC,4.0,-,-3.405215754734405,"[1.,1.,-1.,1.,-1.,-1.,-1.,-1.,-1.,1.]",-1,0.3471057415008545,CIA,,,-3.405215754734405,"[1,1,-1,1,-1,-1,-1,-1,-1,1]",29,29,19,29,-1.0,1000,42.868961572647095,,-1.0
