Id (int),Valid (int),Updated (str),Matrix (mat),Size (int),Type (str),Rank (int),Density (flt),Stiffness (flt),Penalty (flt),Other (flt),Test_solver (str),Test (flt),Test_state (vec),Test_iterations (int),Test_time (flt),Train_solver (str),Preprocessing (str),Postprocessing (str),Train (flt),Train_state (vec),Train_iterations (int),Train_iterations_1 (int),Train_iterations_2 (int),Train_iterations_3 (int),Train_cost (flt),Train_shots (int),Train_time (flt),Flags (str),Baren (int)
105,1,2025-08-22 15:52:02,"[[-0.31053545175279545,-0.29481415303903014,-0.12346804121539101,-0.06465836724471341,-0.1094336495802902,-0.27340965733621225,0.5449376565280077,0.044550384677091895,-0.03095070593247826,0.43601590720280503],[-0.2948141530390301,-0.3424912111194992,0.1281936116412798,-0.41732694709309426,-0.09789175620331693,-0.2472083454506318,0.04925188426297684,-0.23574234255277923,0.5440093995333173,-0.3593633917543139],[-0.12346804121539097,0.12819361164127982,-0.421173855460681,-0.4386533085684054,-0.047229040115256755,0.05788418360627421,-0.2767628165183228,0.10587849756477724,-0.1688183206737352,0.008513974641432397],[-0.06465836724471323,-0.4173269470930944,-0.43865330856840523,0.08987483366472906,-0.3167751506294593,0.15486001314865247,-0.14311175951623753,-0.15933376555593676,0.06224671457000628,-0.0599223064140599],[-0.10943364958029002,-0.097891756203317,-0.047229040115256665,-0.31677515062945966,-1.0,-0.14647877974409923,0.07590076597152494,-0.03292065531692189,0.050662050332878086,0.27436594261677977],[-0.27340965733621236,-0.24720834545063208,0.05788418360627409,0.1548600131486525,-0.14647877974409937,-0.1200934683322887,0.14972107838257762,-0.11108784862346371,0.05346161770566387,0.1140177134643025],[0.5449376565280081,0.049251884262976775,-0.2767628165183228,-0.14311175951623767,0.07590076597152466,0.14972107838257775,0.02845648156456986,0.49503956581105224,0.30238214229891713,-0.3516396729757624],[0.04455038467709173,-0.23574234255277945,0.10587849756477725,-0.1593337655559368,-0.032920655316921975,-0.11108784862346369,0.4950395658110521,-0.27013404794417145,0.06423578440524841,0.30004039282149153],[-0.03095070593247859,0.5440093995333175,-0.1688183206737351,0.06224671457000623,0.05066205033287792,0.05346161770566371,0.3023821422989172,0.06423578440524812,-0.21346739474801688,-0.03107495573807247],[0.4360159072028052,-0.35936339175431425,0.008513974641432456,-0.059922306414059975,0.27436594261677966,0.11401771346430249,-0.35163967297576226,0.30004039282149136,-0.031074955738072518,-0.19839945566420775]]",10,Stiff,-1,-1.0,100.0,-1.0,-1.0,-,-2.9923742115039578,"[1.,1.,1.,1.,1.,1.,-1.,1.,-1.,-1.]",-1,0.8826737403869629,CIA,,,-2.9923742115039578,"[1,1,1,1,1,1,-1,1,-1,-1]",10,10,10,10,-1.0,1000,16.280064821243286,,-1.0
106,1,2025-08-22 15:52:07,"[[-0.4110472245754817,-0.9999999999999997,0.4255313666300113,0.39326481181256545,-0.031109381973524284,-0.43640057361544154,-0.4659314627107176,0.37160713764046216,0.2922892297102722,-0.12965339910843976],[-1.0,-0.7193906355480634,-0.210702842436555,-0.28026185166728784,0.2539491582454683,-0.2844691917595735,0.0789815119103528,-0.09430261791937647,0.25451572961962754,0.06550274984115194],[0.42553136663001173,-0.21070284243655427,0.09611018976562667,-0.5386392588986251,-0.1714162100499531,0.19352107994435774,-0.19753680492727715,-0.8320137758959517,-0.3877834658279407,-0.12673600995745007],[0.39326481181256545,-0.28026185166728795,-0.5386392588986254,-0.820806678880529,-0.24620335551570138,-0.571196591880506,0.12291998923011588,0.26911837634838315,-0.4575695429545881,-0.32211320593216436],[-0.031109381973524114,0.25394915824546843,-0.17141621004995303,-0.24620335551570158,-0.2638949727802658,-0.24799950562200493,-0.6341181155212342,-0.16307554363626148,-0.14817792275598426,0.454735013788631],[-0.4364005736154415,-0.2844691917595731,0.1935210799443576,-0.5711965918805058,-0.24799950562200465,-0.39473554565407915,-0.311106269912422,0.6743768424126914,0.5831934716558534,0.4563521065217725],[-0.46593146271071767,0.07898151191035259,-0.1975368049272772,0.12291998923011586,-0.6341181155212339,-0.31110626991242196,-0.06686451205543903,-0.906662280571938,0.3339422023744532,0.2850602235397298],[0.3716071376404624,-0.09430261791937639,-0.8320137758959519,0.2691183763483831,-0.16307554363626175,0.6743768424126918,-0.906662280571938,-0.6293593820296369,0.19092318781735518,-0.2887013520679788],[0.292289229710272,0.25451572961962743,-0.38778346582794077,-0.457569542954588,-0.1481779227559839,0.5831934716558534,0.3339422023744534,0.19092318781735457,0.5417088798623821,-0.06026523952162629],[-0.12965339910843954,0.06550274984115213,-0.12673600995745016,-0.32211320593216425,0.4547350137886305,0.45635210652177244,0.2850602235397298,-0.28870135206797837,-0.060265239521626254,0.3326792524239776]]",10,Stiff,-1,-1.0,100.0,-1.0,-1.0,-,-4.899879187951681,"[1.,1.,1.,1.,1.,1.,1.,1.,-1.,-1.]",-1,0.7097086906433105,CIA,,,-4.899879187951681,"[1,1,1,1,1,1,1,1,-1,-1]",3,3,3,3,-1.0,1000,4.5007264614105225,,-1.0
107,1,2025-08-22 15:52:12,"[[-0.8474533643475362,0.4778833601533169,-0.23567548144729805,0.07404283774254672,-0.22556081717790485,-0.1640213283719688,0.829961320423104,-0.5871215329802757,0.01313029318875742,0.23042284732418455],[0.47788336015331667,-0.3480834254873519,0.12964507365428338,-0.038853657598560104,0.1273823319927758,0.02995868011206606,-0.5357379356869189,0.3791496905399823,-0.01965321703963938,-0.21079272583768005],[-0.23567548144729786,0.12964507365428335,-0.038475612945737876,-0.04039505520969593,-0.029080512857231667,-0.016812240228131613,0.15407600959698095,-0.062228295871755546,-0.04055975001631099,0.00941553762848793],[0.07404283774254683,-0.03885365759856018,-0.0403950552096959,-0.05847771471429216,0.013477938435079717,-0.0011433990849274546,-0.06541324551105303,0.03592018637562417,-0.03968577537527655,0.015702467959664256],[-0.22556081717790494,0.12738233199277593,-0.029080512857231674,0.01347793843507971,-0.13262302961978617,-0.060902407268844036,0.2311498090093583,-0.11160016955388295,-0.0038863018114779664,0.0985937180774853],[-0.16402132837196876,0.029958680112066056,-0.01681224022813161,-0.001143399084927466,-0.06090240726884399,-0.022723787482257406,0.1433525697367649,-0.144219247513809,-0.023289160080925787,0.06739230568542771],[0.8299613204231043,-0.5357379356869194,0.15407600959698117,-0.06541324551105292,0.2311498090093583,0.14335256973676502,-1.0,0.62320138053149,-0.011481997749013229,-0.2293545755359857],[-0.5871215329802757,0.37914969053998243,-0.06222829587175563,0.03592018637562409,-0.11160016955388291,-0.14421924751380905,0.6232013805314898,-0.3757133607301941,-0.01694581353676165,0.18368397939279818],[0.013130293188757422,-0.01965321703963937,-0.04055975001631097,-0.039685775375276545,-0.0038863018114779634,-0.023289160080925794,-0.011481997749013189,-0.016945813536761674,-0.07954761399755922,-0.013162671104806848],[0.23042284732418428,-0.21079272583767994,0.009415537628487935,0.015702467959664297,0.0985937180774852,0.06739230568542769,-0.2293545755359853,0.18368397939279793,-0.013162671104806825,-0.06820338180970764]]",10,Stiff,-1,-1.0,100.0,-1.0,-1.0,-,-1.9492070830832613,"[1.,-1.,1.,-1.,1.,1.,-1.,1.,1.,-1.]",-1,0.7068562507629395,CIA,,,-1.9492070830832613,"[1,-1,1,-1,1,1,-1,1,1,-1]",3,3,3,3,-1.0,1000,4.724524021148682,,-1.0
108,1,2025-08-22 15:52:18,"[[-0.12455119927512757,-0.23125947732216437,-0.23981133674802202,0.20465407601553345,-0.05187946636181276,-0.20062879120699648,0.3305884403634966,-0.05549800394599718,-0.1025879676847443,0.08747637783112891],[-0.2312594773221641,-0.3197082653916019,-0.3597063873906162,0.3340300684403568,-0.08779402985988784,-0.2722643842335196,0.572508422610003,-0.05143598697767077,-0.15234353558556765,0.1556630795775301],[-0.2398113367480219,-0.3597063873906165,-0.37112116185472216,0.333006970896492,-0.10000014101272434,-0.34734123767326364,0.6241592105021238,-0.05968895636292337,-0.13412797176147337,0.16974098201529006],[0.20465407601553334,0.3340300684403571,0.333006970896492,-0.2767887894206994,0.09226374272189453,0.2732324263187359,-0.5689680209105701,0.052044441566702716,0.14904211662104502,-0.15580391631949403],[-0.05187946636181278,-0.08779402985988795,-0.10000014101272438,0.0922637427218946,-0.014276452811704737,-0.08446413467347709,0.1293512097033524,0.01232705871871297,-0.05957242651745419,0.033063017589309886],[-0.2006287912069964,-0.2722643842335199,-0.3473412376732637,0.2732324263187359,-0.08446413467347705,-0.26439496268592627,0.5076946485019928,-0.04306919805310281,-0.1311088299834125,0.16036677085246379],[0.3305884403634966,0.5725084226100036,0.6241592105021242,-0.5689680209105703,0.12935120970335237,0.5076946485019929,-1.0,0.07268622711440823,0.21602239694114223,-0.2896867809207289],[-0.05549800394599722,-0.05143598697767089,-0.05968895636292349,0.052044441566702807,0.012327058718712968,-0.04306919805310289,0.07268622711440834,-0.014836446801079187,-0.02302762737901995,0.0410448292028133],[-0.10258796768474421,-0.15234353558556765,-0.13412797176147329,0.14904211662104497,-0.05957242651745414,-0.1311088299834124,0.21602239694114198,-0.023027627379019887,-0.044113971229028874,0.09143287112411112],[0.08747637783112894,0.1556630795775303,0.1697409820152902,-0.1558039163194941,0.0330630175893099,0.16036677085246387,-0.2896867809207291,0.04104482920281326,0.0914328711241112,-0.07649501605479948]]",10,Stiff,-1,-1.0,100.0,-1.0,-1.0,-,-2.93529518974456,"[1.,1.,1.,-1.,1.,1.,-1.,1.,1.,-1.]",-1,0.7736704349517822,CIA,,,-2.93529518974456,"[1,1,1,-1,1,1,-1,1,1,-1]",4,4,4,4,-1.0,1000,5.994577884674072,,-1.0
109,1,2025-08-22 15:54:29,"[[-0.5040358567144072,0.19586618607065626,-0.5629424951956713,0.052988974748779144,0.46887571742944256,0.15514955371501396,0.05351099427021051,-0.026288187744233468,-0.1590466130221951,0.060272062449435705],[0.19586618607065612,-0.22859678335810196,-0.08503267362032225,0.12197416855007644,-0.15757229983480772,-0.04802320853996629,-0.18807292976710294,-0.43233377492709524,-0.09984330792593926,-0.032948819701308044],[-0.5629424951956713,-0.08503267362032213,-0.6750610377544252,0.08550702343031051,0.8158665797147489,0.22872261374805297,-0.1880817742235631,-0.329209962228706,0.11725191276085686,0.14814054245759015],[0.05298897474877889,0.1219741685500764,0.08550702343031046,-0.17802555156184877,0.31293750822342586,0.09333100687212915,-0.3056335536083588,-0.041015926761248316,-0.07921831718271304,-0.06029331219294105],[0.46887571742944234,-0.15757229983480767,0.8158665797147487,0.3129375082234258,-0.9999999999999999,0.009023620731918728,-0.28669280374868633,0.006832950386159282,-0.059654915806276874,-0.031735457841584686],[0.15514955371501382,-0.048023208539966215,0.22872261374805272,0.09333100687212921,0.00902362073191902,-0.48297603049175025,0.2937574904683706,0.08153668644407681,-0.10030299045853895,0.012175663272108256],[0.053510994270210416,-0.18807292976710285,-0.18808177422356312,-0.30563355360835875,-0.2866928037486862,0.29375749046837046,-0.10574662026796987,-0.1863813963421667,-0.23281287694008515,-0.07970222889705662],[-0.026288187744233332,-0.43233377492709535,-0.32920996222870613,-0.041015926761248434,0.006832950386159295,0.08153668644407693,-0.18638139634216694,-0.12143620810737323,0.25226973493730703,0.2175964841999586],[-0.1590466130221951,-0.09984330792593928,0.11725191276085663,-0.07921831718271301,-0.05965491580627669,-0.10030299045853905,-0.23281287694008543,0.2522697349373068,-0.17843990324847372,0.03422902218799615],[0.06027206244943587,-0.032948819701308085,0.14814054245759037,-0.06029331219294104,-0.031735457841584935,0.012175663272108152,-0.07970222889705675,0.21759648419995847,0.03422902218799596,0.06525903768158726]]",10,Stiff,-1,-1.0,100.0,-1.0,-1.0,-,-2.1911952044113274,"[1.,1.,1.,1.,-1.,-1.,1.,1.,1.,-1.]",-1,0.8553833961486816,CIA,,,-1.4403197032032191,"[-1,1,-1,1,1,-1,1,1,1,-1]",65,-1,-1,-1,-1.0,1000,130.14003801345825,Baren_55,-1.0
110,1,2025-08-22 15:54:36,"[[-0.25977814137885236,0.16836467118311865,-0.41174840270521407,0.0917019997969265,-0.3241608115353498,0.2809281996050164,0.08006715038502439,0.1700385895718746,-0.3543367408237516,0.1103880013604037],[0.16836467118311846,-0.8139628610017848,0.8401918654036965,-0.12527943443692,0.5988013798170716,-0.5327104552445443,-0.10129339612376571,-0.17058358001839968,0.625708953283638,-0.35296251150625724],[-0.41174840270521423,0.8401918654036977,-1.0,0.11838033063266906,-0.7871080904117314,0.6841289768137554,0.10132286239516472,0.21001176375825398,-0.7637259571759955,0.536188078393183],[0.09170199979692645,-0.12527943443692002,0.11838033063266891,-0.2440557866156456,0.2589419224297868,-0.14562497608663016,0.033333853606162915,-0.006504642509297555,0.06313877916913285,-0.12270686946503549],[-0.32416081153534987,0.5988013798170723,-0.7871080904117312,0.25894192242978686,-0.5979787553232345,0.49597142854010046,0.11573187709514253,0.056050042273395835,-0.5403569380971466,0.21096107606588466],[0.28092819960501614,-0.5327104552445442,0.6841289768137543,-0.14562497608663005,0.49597142854009973,-0.7817197184067538,-0.05167587290256755,-0.1083355680095893,0.5018172862790987,-0.2719192212566357],[0.08006715038502439,-0.10129339612376556,0.10132286239516448,0.03333385360616298,0.11573187709514231,-0.05167587290256739,-0.15641969286212304,-0.11800219477033548,-0.02901505070473804,0.07230581576292319],[0.17003858957187468,-0.1705835800184001,0.2100117637582542,-0.006504642509297584,0.056050042273395946,-0.10833556800958952,-0.11800219477033555,0.013486774602542781,0.06718143803010164,-0.1258450609285701],[-0.3543367408237514,0.625708953283638,-0.7637259571759943,0.06313877916913277,-0.540356938097146,0.5018172862790986,-0.029015050704737873,0.06718143803010138,-0.7107870783139032,0.25701581365069703],[0.11038800136040357,-0.3529625115062572,0.5361880783931825,-0.12270686946503546,0.21096107606588435,-0.2719192212566357,0.07230581576292308,-0.1258450609285699,0.25701581365069714,-0.23468853663393838]]",10,Stiff,-1,-1.0,100.0,-1.0,-1.0,-,-3.595427074421196,"[1.,-1.,1.,-1.,1.,-1.,-1.,-1.,1.,-1.]",-1,0.8748800754547119,CIA,,,-3.595427074421196,"[1,-1,-1,-1,1,-1,-1,1,1,-1]",3,3,3,3,-1.0,1000,6.826928615570068,,-1.0
111,1,2025-08-22 15:54:43,"[[0.14351915846526908,-0.22836652131778326,-0.24328951113241262,0.2247558575739491,0.09449724713514615,0.1443832473178336,-0.11218991209449009,0.05330504826927753,-0.04826973670677616,-0.35331955327816333],[-0.22836652131778354,0.15203549567060037,-0.4914383996620051,0.027465329865134915,-0.45391814510550843,0.17703925659511155,-0.4451341014714623,-0.705262874368577,0.17431172285229524,-0.6063323238236131],[-0.24328951113241276,-0.4914383996620048,0.3765470475491962,-0.2352705710586446,-0.27708939398241145,0.04182260224879604,-0.32857266808689123,-0.456942053500719,0.14716567551184004,-0.016363874499329953],[0.22475585757394886,0.027465329865134613,-0.23527057105864474,0.21302635090532063,-0.17770529796558082,0.10967566698833328,-0.05331729587722195,-0.40323006522648414,0.13287551484722332,0.07785181307707409],[0.09449724713514612,-0.45391814510550826,-0.2770893939824116,-0.17770529796558082,-0.5350736352077524,0.253062176824556,-0.37284817052041613,-0.9828062566090281,0.1750030556876229,-0.18488579438991573],[0.14438324731783386,0.1770392565951119,0.04182260224879607,0.10967566698833313,0.2530621768245564,0.36568200605166085,0.1996657552064581,0.11853390954831751,0.04828307051033594,0.13366013076950067],[-0.11218991209449027,-0.445134101471462,-0.3285726680868912,-0.05331729587722161,-0.372848170520416,0.19966575520645774,0.13343326065330277,-0.45738716358064835,0.22323111076205102,-0.3855369386006633],[0.053305048269277386,-0.7052628743685769,-0.45694205350071915,-0.4032300652264841,-0.9828062566090284,0.11853390954831702,-0.45738716358064874,-1.0,0.29885784806376353,-0.2443059024624259],[-0.048269736706776284,0.17431172285229518,0.1471656755118401,0.1328755148472233,0.17500305568762303,0.04828307051033594,0.22323111076205113,0.29885784806376353,0.16114474807898765,0.030721601214955103],[-0.35331955327816345,-0.6063323238236131,-0.016363874499330102,0.07785181307707427,-0.18488579438991604,0.1336601307695005,-0.3855369386006635,-0.24430590246242626,0.03072160121495519,-0.13712896868604707]]",10,Stiff,-1,-1.0,100.0,-1.0,-1.0,-,-6.688350782776105,"[1.,1.,1.,1.,1.,-1.,1.,1.,-1.,1.]",-1,0.7133636474609375,CIA,,,-6.688350782776105,"[1,1,1,1,1,-1,1,1,-1,1]",3,3,3,3,-1.0,1000,6.080508470535278,,-1.0
112,1,2025-08-22 15:56:25,"[[-0.21813488759198219,0.28569775887923543,-0.12987875293493514,0.24141007661257669,0.022053010499396702,-0.02706666304012685,0.029396641055217738,0.37655980988376897,-0.24911502019913637,-0.13108053911480155],[0.28569775887923565,-0.36466908829839095,0.2662975165474027,-0.30120717036111005,-0.08268262762060564,0.15333756359960954,-0.140953598478226,-0.5426178976850292,0.4697566516481644,0.07527213985069073],[-0.1298787529349353,0.2662975165474027,-0.20751667417021993,0.21855563901034752,-0.009026049086519763,-0.11705678235311506,0.07751591547131942,0.3860497574674574,-0.29425994060135346,-0.1461631917559829],[0.2414100766125767,-0.3012071703611098,0.21855563901034736,-0.4180576111262762,0.009963656798218956,0.12860995542009826,-0.10103878301846407,-0.5706457346857087,0.4362884840060035,0.09838990377490893],[0.02205301049939673,-0.08268262762060564,-0.009026049086519787,0.00996365679821892,0.026632903683274624,0.04402563053652907,0.022535455113244167,-0.032977643749391675,-0.014689903815099775,-0.001969431247399415],[-0.02706666304012696,0.15333756359960962,-0.1170567823531151,0.12860995542009843,0.04402563053652908,-0.03674089858355188,0.010435692184685267,0.22315655283854166,-0.08304426649355588,-0.06550453291072812],[0.029396641055217793,-0.140953598478226,0.07751591547131938,-0.10103878301846413,0.022535455113244177,0.010435692184685211,-0.1038109265970493,-0.2116270883615844,0.12888078487212853,0.022883659855056047],[0.3765598098837693,-0.5426178976850293,0.3860497574674575,-0.5706457346857092,-0.03297764374939166,0.22315655283854155,-0.21162708836158448,-1.0,0.6800680072276023,0.2268872012591171],[-0.24911502019913653,0.4697566516481641,-0.2942599406013533,0.4362884840060036,-0.014689903815099787,-0.08304426649355573,0.1288807848721285,0.6800680072276019,-0.5711081742039472,-0.1949533741742194],[-0.13108053911480158,0.07527213985069063,-0.14616319175598286,0.09838990377490893,-0.0019694312473994306,-0.06550453291072805,0.022883659855056027,0.2268872012591169,-0.19495337417421932,-0.11390918344318562]]",10,Stiff,-1,-1.0,100.0,-1.0,-1.0,-,-2.4259922763161024,"[-1.,1.,-1.,1.,1.,-1.,1.,1.,-1.,-1.]",-1,0.6576566696166992,CIA,,,-1.5566164556726232,"[1,-1,1,-1,-1,1,-1,-1,1,1]",58,-1,-1,-1,-1.0,1000,100.87112665176392,Baren_48,-1.0
113,1,2025-08-22 15:45:12,"[[-0.8804044941904218,0.6169765549975444,0.3687384399084561,-0.24592776069267072,-0.7833525452772001,-0.8691496531355443,0.07989617714078522,0.27288269278884497,-0.12457818761406071,0.9305296015117783],[0.6169765549975442,-0.7816900029862058,-0.509568697615779,0.31694754567388733,0.6943376446226496,0.7024599918643465,-0.07224047206801557,-0.21275557097993633,-0.01386572019998939,-0.9816441889422932],[0.3687384399084557,-0.5095686976157787,-0.18451681135773138,0.1954445049689906,0.33393446004935845,0.43299152211600284,0.0010233483884622026,-0.08394246177222268,0.05843179709044946,-0.40218128499033884],[-0.24592776069267072,0.31694754567388733,0.19544450496899077,-0.07607206901246048,-0.4663332076242255,-0.18464258535988964,0.08244234922684326,0.07637807011281961,-0.06817421988542005,0.31392769278298555],[-0.7833525452772,0.6943376446226494,0.33393446004935873,-0.4663332076242256,-0.8274378623203392,-0.7243303618919185,-0.10908451891755674,0.15481324631005253,0.014024970810019568,0.9003319778628633],[-0.8691496531355434,0.7024599918643459,0.4329915221160028,-0.18464258535988937,-0.7243303618919179,-0.7585847780368217,-0.16223034885986143,0.05284471995355525,-0.023204147368576636,0.9175342612626176],[0.07989617714078544,-0.07224047206801568,0.0010233483884621673,0.08244234922684343,-0.10908451891755669,-0.16223034885986154,0.05287858297135865,0.005285317497088696,-0.04055425342230191,0.1903160945542002],[0.2728826927888449,-0.2127555709799363,-0.08394246177222275,0.0763780701128196,0.15481324631005244,0.052844719953555136,0.005285317497088857,-0.20045137609136154,-0.016919816443842075,-0.2715152366786243],[-0.12457818761406092,-0.01386572019998917,0.058431797090449586,-0.06817421988542018,0.014024970810019322,-0.0232041473685769,-0.040554253422301935,-0.016919816443841974,-0.2073363879918353,0.04661474250337579],[0.9305296015117778,-0.9816441889422928,-0.402181284990339,0.31392769278298527,0.9003319778628632,0.917534261262618,0.1903160945542003,-0.2715152366786243,0.046614742503375654,-1.0]]",10,Stiff,-1,-1.0,100.0,-1.0,-1.0,-,-4.10600111847231,"[1.,-1.,-1.,1.,1.,1.,1.,-1.,1.,-1.]",-1,0.7926833629608154,CIA,,,-2.70666804855324,"[-1,1,1,-1,-1,-1,-1,1,1,1]",48,-1,-1,-1,-1.0,1000,118.44435024261476,Baren_38,-1.0
114,1,2025-08-22 15:45:24,"[[-0.7291786369499476,-0.9999999999999992,-0.4360187612135423,-0.22551692396465428,-0.17987260273585137,-0.45348352738343045,0.05248017917575987,-0.8200900355762283,-0.8197283383326732,-0.5023464394951477],[-0.9999999999999999,-0.9574151453484605,-0.325140465631968,-0.06348951865853841,-0.2381692072045891,-0.5783581502944074,-0.17565429924473033,-0.8377012603974939,-0.9279338709647381,-0.4532877600184171],[-0.4360187612135427,-0.3251404656319683,0.17751933976435616,-0.0749258491126365,-0.08794566058476175,-0.04171545999142808,0.036749340597375384,-0.45976934857103413,-0.2302554081983615,-0.09296658102526817],[-0.22551692396465403,-0.06348951865853804,-0.0749258491126364,0.36234225968362044,-0.08742798362543043,-0.08121989555359106,-0.05215270730840346,-0.0887235674582146,-0.07899970519994819,-0.1322102963078332],[-0.17987260273585176,-0.2381692072045893,-0.08794566058476182,-0.08742798362543054,0.1417200001654557,-0.10919371640181212,0.09457992773396133,-0.37866126036345477,-0.274480604904999,-0.2045068832468579],[-0.45348352738343056,-0.5783581502944072,-0.0417154599914279,-0.08121989555359113,-0.10919371640181197,-0.08688213959224148,-0.08565856276348373,-0.1279190734269201,-0.1853881948550492,-0.008909575774028037],[0.052480179175759936,-0.17565429924473003,0.036749340597375384,-0.052152707308403386,0.0945799277339613,-0.08565856276348363,0.18385471415850288,0.1025011003166949,0.10097765288498504,-0.07229543712637088],[-0.8200900355762277,-0.8377012603974928,-0.45976934857103374,-0.08872356745821473,-0.3786612603634544,-0.12791907342692,0.10250110031669495,-0.6892324992538277,-0.7767006344779421,-0.46440310851454486],[-0.819728338332673,-0.9279338709647375,-0.23025540819836113,-0.07899970519994826,-0.2744806049049986,-0.18538819485504912,0.10097765288498496,-0.7767006344779422,-0.3497089117160058,-0.4129174295652529],[-0.5023464394951481,-0.45328776001841725,-0.09296658102526799,-0.1322102963078334,-0.20450688324685778,-0.00890957577402819,-0.07229543712637093,-0.4644031085145452,-0.41291742956525335,0.06749174957113668]]",10,Stiff,-1,-1.0,100.0,-1.0,-1.0,-,-9.757464297298336,"[1.,1.,1.,1.,1.,1.,-1.,1.,1.,1.]",-1,0.8945457935333252,CIA,,,-9.757464297298336,"[1,1,1,1,1,1,-1,1,1,1]",5,4,4,4,-1.0,1000,12.26807451248169,,-1.0
115,1,2025-08-22 15:45:41,"[[-0.7187792545950374,0.3320996349669472,-0.26888137799976036,-0.742550828308675,-0.2703750411870903,0.011926253333486753,0.40458461123627953,0.6049245799056681,-0.02249053205475479,-0.15201012609995107],[0.3320996349669472,-0.2726749124508368,0.11248165091067867,0.34876740971573117,0.15459319302904734,0.00016403284736430588,-0.10326634549879107,-0.3334087436648495,0.027801922120569436,0.03838483102006409],[-0.2688813779997603,0.11248165091067863,-0.10842301952188124,-0.2772969402353288,-0.09729399129733625,-0.010184491746852695,0.17429764758229735,0.16139073399534873,0.08473198494372425,0.01889401653539213],[-0.7425508283086746,0.34876740971573084,-0.27729694023532864,-1.0,-0.43529509862310606,-0.06072003068691935,0.463996841713364,0.8299854155087479,0.025190060631307878,-0.16503776582830867],[-0.2703750411870904,0.15459319302904737,-0.0972939912973363,-0.4352950986231065,-0.18541478999968217,0.09932081571446391,0.1692730382371944,0.27154731523346287,-0.04471897618898033,-0.047228656624911006],[0.011926253333486686,0.00016403284736433654,-0.01018449174685268,-0.06072003068691942,0.09932081571446383,-0.07338695570707149,0.043324123246724876,0.03990134692342253,-0.013479094832266923,-0.01875458601451476],[0.4045846112362794,-0.10326634549879102,0.17429764758229732,0.46399684171336414,0.16927303823719428,0.04332412324672483,-0.2575898322657864,-0.3734127836170634,0.06571889280301377,0.00872485626620579],[0.6049245799056677,-0.33340874366484924,0.16139073399534862,0.8299854155087478,0.2715473152334625,0.03990134692342247,-0.3734127836170632,-0.660817037800447,0.01915890285420372,0.02001129421365808],[-0.022490532054754885,0.027801922120569523,0.08473198494372426,0.025190060631307763,-0.04471897618898037,-0.01347909483226691,0.06571889280301385,0.019158902854203845,-0.08183617957227,0.0142713190201347],[-0.15201012609995113,0.03838483102006414,0.018894016535392105,-0.1650377658283088,-0.04722865662491101,-0.018754586014514792,0.008724856266205854,0.020011294213658135,0.01427131902013469,-0.11485099508166613]]",10,Stiff,-1,-1.0,100.0,-1.0,-1.0,-,-2.924737440773172,"[1.,-1.,1.,1.,1.,1.,-1.,-1.,-1.,1.]",-1,0.8660478591918945,CIA,,,-2.924737440773172,"[1,-1,1,1,1,1,-1,-1,-1,1]",7,3,3,3,-1.0,1000,16.54354453086853,,-1.0
116,1,2025-08-22 15:47:45,"[[-0.9999999999999999,0.5160800868998885,0.2578335263158959,0.6441603932823653,-0.6579820862623957,0.17381950261110007,-0.016615549768434934,0.32930542350355935,-0.7429851224668741,0.1969150702597672],[0.5160800868998887,-0.3849298282802484,-0.11963320958820846,-0.3748924253013179,0.3676150665571811,-0.07622439807164962,0.003765787250890319,-0.18520455791106627,0.3842794520735667,-0.08711434763889436],[0.2578335263158959,-0.1196332095882084,-0.2130678917425554,-0.2088055775469415,0.1642657140386036,-0.04969052730073895,0.004020444605626402,-0.0676165799486342,0.21141441293832294,-0.058728626793898696],[0.6441603932823655,-0.3748924253013179,-0.2088055775469416,-0.5637397490126548,0.46488641922841273,-0.09090812862127953,0.03389654565288402,-0.22609518850633895,0.4903300057640877,-0.12031531792706607],[-0.6579820862623961,0.3676150665571812,0.16426571403860368,0.4648864192284129,-0.5895056700233223,0.1277370084321642,0.0024814651803743365,0.22453199359416995,-0.4856929046007704,0.17914377509741244],[0.17381950261110035,-0.0762243980716497,-0.04969052730073901,-0.09090812862127969,0.12773700843216437,-0.20015591827051843,0.024838300053542345,-0.04903832815606054,0.1243849952804758,-0.03168358656798225],[-0.016615549768434823,0.003765787250890276,0.0040204446056263995,0.03389654565288396,0.0024814651803744332,0.024838300053542275,-0.1017117337136551,0.004990083272965009,0.04141022590832462,-0.0018134253880425773],[0.3293054235035595,-0.18520455791106627,-0.06761657994863425,-0.22609518850633903,0.2245319935941699,-0.04903832815606049,0.004990083272965063,-0.25341318973706956,0.2610790414363164,-0.10345614596397794],[-0.742985122466874,0.3842794520735665,0.21141441293832292,0.49033000576408764,-0.48569290460077,0.12438499528047556,0.041410225908324515,0.2610790414363162,-0.701439682376641,0.15882508889800573],[0.19691507025976723,-0.08711434763889435,-0.058728626793898724,-0.12031531792706611,0.17914377509741236,-0.03168358656798218,-0.001813425388042524,-0.10345614596397787,0.1588250888980058,-0.13257336580333237]]",10,Stiff,-1,-1.0,100.0,-1.0,-1.0,-,-2.429956706277919,"[1.,-1.,-1.,-1.,1.,-1.,1.,-1.,1.,-1.]",-1,0.8304667472839355,CIA,,,-2.097591108478578,"[-1,1,1,1,-1,1,-1,1,-1,1]",60,-1,-1,-1,-1.0,1000,122.9078619480133,Baren_50,-1.0
